vehicle_id,brand,timestamp,odometer_reading,engine_temp_c,engine_rpm,oil_pressure_psi,coolant_temp_c,fuel_level_percent,fuel_consumption_lph,engine_load_percent,throttle_pos_percent,air_flow_rate_gps,exhaust_gas_temp_c,vibration_level,engine_hours,brake_fluid_level_psi,brake_pad_wear_mm,brake_temp_c,abs_fault_indicator,brake_pedal_pos_percent,wheel_speed_fl_kph,wheel_speed_fr_kph,wheel_speed_rl_kph,wheel_speed_rr_kph,battery_voltage_v,battery_current_a,battery_temp_c,alternator_output_v,battery_charge_percent,battery_health_percent,vehicle_speed_kph,ambient_temp_c,humidity_percent,gps_latitude,gps_longitude,engine_failure_imminent,brake_issue_imminent,battery_issue_imminent,failure_date,failure_type
VEH0000,Audi,01/01/23 00:00,10000.0,99.233329011573,2652.7081844111035,58.93912546167779,91.99886927205249,100.0,7.142202572325289,67.34481102193553,65.28929345280892,61.008701632090265,449.7145273529143,1.2767841533405597,250.0,1179.6210197919588,1.0189490104020544,200.35411567148736,0,83.60013055387157,66.57697451357859,64.77829244565143,65.2893974324099,65.478063659238,11.509023620162434,-49.190937058571606,27.6564330264146,14.163177046102776,95.0,98.0,66.68023932303228,13.172354898289017,75.7671155094933,-37.754567536051574,144.99593968837823,0,0,0,01/01/50 00:00,No Failure
VEH0000,Audi,01/01/23 00:05,10000.5,91.77261307484827,2060.971080471556,54.61721189443438,89.54150922749493,99.9,5.118226929298761,44.341109496865805,49.249405807651954,43.13679464222285,339.4521607157646,1.1610384316445868,250.0125,1173.4979640617632,1.3251017969118384,62.80759625343864,0,17.37098218755544,76.8561024681772,76.33158055090173,75.95752095219987,75.65808731422091,11.192913514274576,5.032686143522824,22.51723537535944,14.015242770117888,94.99975,97.9999,76.90962382101578,33.177809360747005,53.64318248194877,-37.78893570807229,145.0139981610977,0,0,1,24/01/23 00:05,Battery Failure
VEH0000,Honda,01/01/23 00:10,10001.0,70.38339214279355,706.0862906223676,33.97492259875457,64.80822164843497,99.8,1.0449613977010674,10.021802120682771,7.98081995553879,15.167755983781236,153.05978133775525,1.108268127062535,250.025,1183.3130979849207,0.8343451007539671,46.47116717837117,0,10.76152681687037,3.5161165137308563,4.39321823918722,0.8386601595617016,3.0983365018041735,11.378495780677618,26.010129091380165,23.213127741760623,13.676521572655592,94.9995,97.9998,2.4960312092629855,14.873139453481013,33.527212392209215,-37.745628972924585,144.80761565498966,0,0,1,23/01/23 00:10,Battery Failure
VEH0000,BMW,01/01/23 00:15,10001.5,115.39773528515593,2788.548824364207,56.69152459016639,108.639143077943,99.7,8.819673698211739,83.75785517935061,82.7010028255104,70.14067094185008,499.26433088507866,1.304838098570172,250.0375,1182.7173857340222,0.8641307132988931,75.03357068398465,0,20.276418876844794,86.40446176799841,85.14680777893065,84.82692414168554,87.73687607685171,12.925936937614512,-40.06319668724484,27.239270415707054,14.197137206091051,94.99925,97.9997,86.18581913456309,29.761677525574743,41.74755941234548,-37.86925308982975,144.93489414313675,0,0,0,01/01/50 00:00,No Failure
VEH0000,BMW,01/01/23 00:20,10002.0,101.62030189600198,1429.81178148582,43.52887627682808,94.73426909956775,99.6,6.003019991589495,59.716518227598094,54.964749198053525,51.51555583486177,397.5776711758503,1.0460142231302962,250.05,1177.8508288237674,1.1074585588116337,180.13395455654037,0,75.92502282651841,55.35101668161032,54.271077349219595,53.08864638603533,55.771877620161305,11.130645317217974,16.21697264353334,25.109082237041935,13.857452945371454,94.999,97.9996,54.37191639420093,11.781224031246987,36.905451316107964,-37.73290655102303,145.053843529342,0,0,1,29/01/23 00:20,Battery Failure
VEH0000,Ford,01/01/23 00:25,10002.5,88.5068133591709,2466.5162126709884,53.034414625386205,84.91258359624167,99.5,4.9154082501314935,30.65694643970476,32.54544532580283,25.323411413472172,244.63219587068184,1.5508883160043165,250.0625,1172.4708755097865,1.3764562245106724,192.16322314893594,0,81.26826170712553,54.70023730959614,52.13377025355876,52.47308446406045,52.610837419091645,11.495382790173348,-29.826591472045305,28.80535196087502,14.116629053167747,94.99875,97.9995,53.445794233187954,14.15273387112728,47.68620170277386,-37.7603769633497,144.96635140651725,0,0,1,13/01/23 00:25,Battery Failure
VEH0000,Honda,01/01/23 00:30,10003.0,102.89860101321752,2838.578787682982,58.77978342438453,97.34564152101277,99.4,9.069562260711978,70.88086760761115,73.74689301129723,64.25276086860379,459.4936723955872,1.4373987428259696,250.075,1182.3257354068187,0.8837132296590695,114.82754099703284,0,44.73270121473799,97.439504588494,95.4692263424679,98.80182360643758,95.80026808643149,12.574281671663927,49.79964741285005,34.670460186526824,14.209644696920746,94.9985,97.9994,97.37047322154856,20.40439556910981,79.27247921073786,-37.76772684164137,144.90790867435257,0,0,0,01/01/50 00:00,No Failure
VEH0000,Ford,01/01/23 00:35,10003.5,102.80158632210677,2822.0000254809106,56.06547788513566,98.03429062442392,99.3,8.102246064300159,70.02126994248576,71.76523389527307,60.62437472846749,466.6334360331254,1.417942005701888,250.0875,1187.4029803029969,0.629850984850158,94.30296982716622,0,29.742288631064774,127.26868866518853,126.48176205906682,127.95854539643922,125.56185918565964,11.876397025692697,-47.45983394316086,25.815441708044148,14.205500006370228,94.99825,97.9993,127.14265990184364,38.96367334881732,54.16966782386744,-37.751765107225424,144.92123375859202,0,0,0,01/01/50 00:00,No Failure
VEH0000,Ford,01/01/23 00:40,10004.0,99.40301883848142,1235.0294344638185,39.0856556002009,95.52249292474929,99.2,7.278927739087467,59.170810121700754,58.5181964558202,50.39450827267516,378.2858556586641,0.9884152835316502,250.1,1175.792414975949,1.2103792512025509,65.57640479222714,0,21.85462319538435,25.02548072342087,27.148692518226266,27.807736563670126,27.90328551216794,12.69349989336583,26.811090944050605,20.80578243656071,13.808757358615955,94.998,97.9992,27.010132199776326,33.42833329833705,35.41805353862016,-37.71675108512506,144.86181793836477,0,0,0,01/01/50 00:00,No Failure
VEH0000,Audi,01/01/23 00:45,10004.5,112.81080061613363,2982.9678984658067,64.19743755600983,105.24908037412106,99.1,9.082689427168427,78.05000447147553,73.45927232804277,64.55748068940582,487.8875785528852,1.7178081364861066,250.1125,1182.4546873956183,0.8772656302190807,77.1167645342316,0,26.497651218996886,127.6004140989477,129.2356180252889,129.86976942789198,128.58674450494354,12.435142785449521,-46.15845163951198,22.481899394933528,14.245741974616452,94.99775,97.9991,128.40246769553178,21.70178179639566,42.78401605140287,-37.87525848234935,145.00832494988936,1,0,0,24/01/23 00:45,Engine Failure
